model,mode,task_id,task_type,mutation_type,detected,detection_reasons
gemma3:4b,grounded,T001,buffer_service_area,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T001,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T001,buffer_service_area,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T001,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
gemma3:4b,grounded,T002,buffer_service_area,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T002,buffer_service_area,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T002,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T002,buffer_service_area,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T002,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
gemma3:4b,grounded,T003,buffer_service_area,wrong_operation_family,1,operation_mismatch;unsafe_metric_crs
gemma3:4b,grounded,T003,buffer_service_area,missing_required_layer_role,1,missing_layer_roles;unsafe_metric_crs
gemma3:4b,grounded,T003,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles;unsafe_metric_crs
gemma3:4b,grounded,T003,buffer_service_area,wrong_output_filename,1,output_filename_mismatch;unsafe_metric_crs
gemma3:4b,grounded,T003,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
gemma3:4b,grounded,T004,buffer_service_area,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T004,buffer_service_area,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T004,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T004,buffer_service_area,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T004,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
gemma3:4b,grounded,T005,buffer_service_area,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T005,buffer_service_area,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T005,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T005,buffer_service_area,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T005,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
gemma3:4b,grounded,T006,overlay_intersection,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T006,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T006,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T006,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T007,overlay_intersection,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T007,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T007,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T007,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T008,overlay_intersection,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T008,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T008,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T008,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T009,overlay_intersection,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T009,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T009,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T009,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T010,overlay_intersection,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T010,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T010,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T010,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T011,point_count_join,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T011,point_count_join,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T011,point_count_join,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T011,point_count_join,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T012,point_count_join,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T012,point_count_join,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T012,point_count_join,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T012,point_count_join,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T016,raster_clip,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T016,raster_clip,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T016,raster_clip,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T016,raster_clip,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T017,raster_clip,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T017,raster_clip,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T017,raster_clip,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T017,raster_clip,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T018,raster_clip,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T018,raster_clip,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T018,raster_clip,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T018,raster_clip,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T019,raster_clip,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T019,raster_clip,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T019,raster_clip,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T019,raster_clip,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T020,raster_clip,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T020,raster_clip,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T020,raster_clip,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T020,raster_clip,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T021,zonal_statistics,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T021,zonal_statistics,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T021,zonal_statistics,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T021,zonal_statistics,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T022,zonal_statistics,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T022,zonal_statistics,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T022,zonal_statistics,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T022,zonal_statistics,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T023,zonal_statistics,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T023,zonal_statistics,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T023,zonal_statistics,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T023,zonal_statistics,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T026,choropleth_export,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T026,choropleth_export,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T026,choropleth_export,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T026,choropleth_export,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T026,choropleth_export,invalid_choropleth_colormap,1,invalid_colormap
gemma3:4b,grounded,T027,choropleth_export,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T027,choropleth_export,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T027,choropleth_export,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T027,choropleth_export,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T027,choropleth_export,invalid_choropleth_colormap,1,invalid_colormap
gemma3:4b,grounded,T029,choropleth_export,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T029,choropleth_export,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T029,choropleth_export,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T029,choropleth_export,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T029,choropleth_export,invalid_choropleth_colormap,1,invalid_colormap
gemma3:4b,grounded,T030,choropleth_export,wrong_operation_family,1,operation_mismatch
gemma3:4b,grounded,T030,choropleth_export,missing_required_layer_role,1,missing_layer_roles
gemma3:4b,grounded,T030,choropleth_export,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
gemma3:4b,grounded,T030,choropleth_export,wrong_output_filename,1,output_filename_mismatch
gemma3:4b,grounded,T030,choropleth_export,invalid_choropleth_colormap,1,invalid_colormap
llama3.2:3b,grounded,T001,buffer_service_area,wrong_operation_family,1,operation_mismatch;unsafe_metric_crs
llama3.2:3b,grounded,T001,buffer_service_area,missing_required_layer_role,1,missing_layer_roles;unsafe_metric_crs
llama3.2:3b,grounded,T001,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles;unsafe_metric_crs
llama3.2:3b,grounded,T001,buffer_service_area,wrong_output_filename,1,output_filename_mismatch;unsafe_metric_crs
llama3.2:3b,grounded,T001,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
llama3.2:3b,grounded,T003,buffer_service_area,wrong_operation_family,1,operation_mismatch;unsafe_metric_crs
llama3.2:3b,grounded,T003,buffer_service_area,missing_required_layer_role,1,missing_layer_roles;unsafe_metric_crs
llama3.2:3b,grounded,T003,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles;unsafe_metric_crs
llama3.2:3b,grounded,T003,buffer_service_area,wrong_output_filename,1,output_filename_mismatch;unsafe_metric_crs
llama3.2:3b,grounded,T003,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
llama3.2:3b,grounded,T004,buffer_service_area,wrong_operation_family,1,operation_mismatch;unsafe_metric_crs
llama3.2:3b,grounded,T004,buffer_service_area,missing_required_layer_role,1,missing_layer_roles;unsafe_metric_crs
llama3.2:3b,grounded,T004,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles;unsafe_metric_crs
llama3.2:3b,grounded,T004,buffer_service_area,wrong_output_filename,1,output_filename_mismatch;unsafe_metric_crs
llama3.2:3b,grounded,T004,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
llama3.2:3b,grounded,T005,buffer_service_area,wrong_operation_family,1,operation_mismatch;unsafe_metric_crs
llama3.2:3b,grounded,T005,buffer_service_area,missing_required_layer_role,1,missing_layer_roles;unsafe_metric_crs
llama3.2:3b,grounded,T005,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles;unsafe_metric_crs
llama3.2:3b,grounded,T005,buffer_service_area,wrong_output_filename,1,output_filename_mismatch;unsafe_metric_crs
llama3.2:3b,grounded,T005,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
llama3.2:3b,grounded,T006,overlay_intersection,wrong_operation_family,1,operation_mismatch
llama3.2:3b,grounded,T006,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
llama3.2:3b,grounded,T006,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
llama3.2:3b,grounded,T006,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
llama3.2:3b,grounded,T007,overlay_intersection,wrong_operation_family,1,operation_mismatch
llama3.2:3b,grounded,T007,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
llama3.2:3b,grounded,T007,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
llama3.2:3b,grounded,T007,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
llama3.2:3b,grounded,T008,overlay_intersection,wrong_operation_family,1,operation_mismatch
llama3.2:3b,grounded,T008,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
llama3.2:3b,grounded,T008,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
llama3.2:3b,grounded,T008,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
llama3.2:3b,grounded,T009,overlay_intersection,wrong_operation_family,1,operation_mismatch
llama3.2:3b,grounded,T009,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
llama3.2:3b,grounded,T009,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
llama3.2:3b,grounded,T009,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
llama3.2:3b,grounded,T010,overlay_intersection,wrong_operation_family,1,operation_mismatch
llama3.2:3b,grounded,T010,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
llama3.2:3b,grounded,T010,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
llama3.2:3b,grounded,T010,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
llama3.2:3b,grounded,T011,point_count_join,wrong_operation_family,1,operation_mismatch
llama3.2:3b,grounded,T011,point_count_join,missing_required_layer_role,1,missing_layer_roles
llama3.2:3b,grounded,T011,point_count_join,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
llama3.2:3b,grounded,T011,point_count_join,wrong_output_filename,1,output_filename_mismatch
llama3.2:3b,grounded,T012,point_count_join,wrong_operation_family,1,operation_mismatch
llama3.2:3b,grounded,T012,point_count_join,missing_required_layer_role,1,missing_layer_roles
llama3.2:3b,grounded,T012,point_count_join,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
llama3.2:3b,grounded,T012,point_count_join,wrong_output_filename,1,output_filename_mismatch
llama3.2:3b,grounded,T013,point_count_join,wrong_operation_family,1,operation_mismatch
llama3.2:3b,grounded,T013,point_count_join,missing_required_layer_role,1,missing_layer_roles
llama3.2:3b,grounded,T013,point_count_join,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
llama3.2:3b,grounded,T013,point_count_join,wrong_output_filename,1,output_filename_mismatch
llama3.2:3b,grounded,T014,point_count_join,wrong_operation_family,1,operation_mismatch
llama3.2:3b,grounded,T014,point_count_join,missing_required_layer_role,1,missing_layer_roles
llama3.2:3b,grounded,T014,point_count_join,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
llama3.2:3b,grounded,T014,point_count_join,wrong_output_filename,1,output_filename_mismatch
llama3.2:3b,grounded,T016,raster_clip,wrong_operation_family,1,operation_mismatch
llama3.2:3b,grounded,T016,raster_clip,missing_required_layer_role,1,missing_layer_roles
llama3.2:3b,grounded,T016,raster_clip,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
llama3.2:3b,grounded,T016,raster_clip,wrong_output_filename,1,output_filename_mismatch
llama3.2:3b,grounded,T018,raster_clip,wrong_operation_family,1,operation_mismatch
llama3.2:3b,grounded,T018,raster_clip,missing_required_layer_role,1,missing_layer_roles
llama3.2:3b,grounded,T018,raster_clip,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
llama3.2:3b,grounded,T018,raster_clip,wrong_output_filename,1,output_filename_mismatch
llama3.2:3b,grounded,T019,raster_clip,wrong_operation_family,1,operation_mismatch
llama3.2:3b,grounded,T019,raster_clip,missing_required_layer_role,1,missing_layer_roles
llama3.2:3b,grounded,T019,raster_clip,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
llama3.2:3b,grounded,T019,raster_clip,wrong_output_filename,1,output_filename_mismatch
llama3.2:3b,grounded,T020,raster_clip,wrong_operation_family,1,operation_mismatch
llama3.2:3b,grounded,T020,raster_clip,missing_required_layer_role,1,missing_layer_roles
llama3.2:3b,grounded,T020,raster_clip,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
