model,mode,task_id,task_type,planning_exec_ready,spec_path,contract_compatible,execution_success,output_valid,row_or_pixel_count,required_fields_ok,geometry_or_raster_ok,duration_seconds,output_path,repair_policy,repair_applied,repair_notes,error_type,error_message
qwen2.5-coder:3b,basic,T008,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T008_basic.json,1,1,1,1696,1,1,0.357,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T008/T008_sfha_overlay.gpkg,role_defaults,0,,,
qwen2.5-coder:3b,basic,T009,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T009_basic.json,1,1,1,2498,1,1,0.408,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T009/T009_flood_summary_by_tract.gpkg,role_defaults,1,default_layer_roles:census_tracts,,
qwen2.5-coder:3b,basic,T010,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T010_basic.json,1,1,1,630,1,1,0.337,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T010/T010_high_flood_tracts.gpkg,role_defaults,1,"default_layer_roles:census_tracts,flood_zones",,
qwen2.5-coder:3b,basic,T011,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T011_basic.json,1,1,1,2498,1,1,0.131,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T011/T011_school_count_by_tract.gpkg,role_defaults,1,"default_layer_roles:census_tracts,school_points",,
qwen2.5-coder:3b,basic,T012,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T012_basic.json,1,1,1,2498,1,1,0.114,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T012/T012_hospital_count_by_tract.gpkg,role_defaults,1,"default_layer_roles:census_tracts,hospital_points",,
qwen2.5-coder:3b,basic,T013,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T013_basic.json,1,1,1,2498,1,1,0.132,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T013/T013_school_density_by_tract.gpkg,role_defaults,1,default_layer_roles:school_points,,
qwen2.5-coder:3b,basic,T014,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T014_basic.json,1,1,1,1399,1,1,0.105,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T014/T014_tracts_with_schools.gpkg,role_defaults,1,"default_layer_roles:census_tracts,school_points",,
qwen2.5-coder:3b,basic,T015,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T015_basic.json,1,1,1,2498,1,1,0.172,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T015/T015_school_hospital_counts.gpkg,role_defaults,1,default_layer_roles:census_tracts,,
qwen2.5-coder:3b,basic,T016,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T016_basic.json,1,1,1,44,1,1,0.012,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T016/T016_temperature_clip.tif,role_defaults,0,,,
qwen2.5-coder:3b,basic,T017,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T017_basic.json,1,1,1,44,1,1,0.010,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T017/T017_temperature_clip_nodata.tif,role_defaults,1,default_layer_roles:study_boundary,,
qwen2.5-coder:3b,basic,T018,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T018_basic.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T018/T018_temperature_clip_boundary_crs.tif,role_defaults,0,,,
qwen2.5-coder:3b,basic,T019,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T019_basic.json,1,1,1,44,1,1,0.017,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T019/T019_temperature_clip_compressed.tif,role_defaults,1,default_layer_roles:study_boundary,,
qwen2.5-coder:3b,basic,T020,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T020_basic.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T020/T020_temperature_clip_metadata.tif,role_defaults,0,,,
qwen2.5-coder:3b,basic,T021,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T021_basic.json,1,1,1,2498,1,1,1.856,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T021/T021_temperature_zonal_stats.gpkg,role_defaults,1,default_layer_roles:census_tracts,,
qwen2.5-coder:3b,basic,T022,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T022_basic.json,1,1,1,2498,1,1,1.860,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T022/T022_temperature_mean_by_tract.gpkg,role_defaults,1,"default_layer_roles:census_tracts,temperature_raster",,
qwen2.5-coder:3b,basic,T023,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T023_basic.json,1,1,1,8,1,1,1.809,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T023/T023_temperature_stats_hot_tracts.gpkg,role_defaults,1,"default_layer_roles:census_tracts,temperature_raster",,
qwen2.5-coder:3b,basic,T024,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T024_basic.json,1,1,1,2498,1,1,1.984,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T024/T024_temperature_school_join.gpkg,role_defaults,1,"default_layer_roles:census_tracts,school_points,temperature_raster",,
qwen2.5-coder:3b,basic,T025,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T025_basic.json,1,1,1,2498,1,1,2.256,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T025/T025_temperature_flood_school.gpkg,role_defaults,1,"default_layer_roles:census_tracts,flood_zones,school_points",,
qwen2.5-coder:3b,basic,T026,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T026_basic.json,1,1,1,130186,1,1,0.471,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T026/T026_temperature_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:3b,basic,T027,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T027_basic.json,1,1,1,185179,1,1,0.532,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T027/T027_school_density_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:3b,basic,T028,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T028_basic.json,1,1,1,190412,1,1,0.683,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T028/T028_flood_exposure_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:3b,basic,T029,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T029_basic.json,1,1,1,179438,1,1,0.466,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/basic/T029/T029_hospital_access_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:3b,basic,T030,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T030_basic.json,0,0,0,0,0,0,0.000,,role_defaults,0,,FileNotFoundError,[Errno 2] No such file or directory: 'experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/basic/T030_basic.json'
qwen2.5-coder:7b,basic,T001,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T001_basic.json,1,1,1,116,1,1,0.042,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T001/T001_buffer_hospitals.gpkg,role_defaults,1,default_layer_roles:hospital_points,,
qwen2.5-coder:7b,basic,T002,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T002_basic.json,0,0,0,0,0,0,0.000,,role_defaults,0,,FileNotFoundError,[Errno 2] No such file or directory: 'experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T002_basic.json'
qwen2.5-coder:7b,basic,T003,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T003_basic.json,1,1,1,1,1,1,0.049,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T003/T003_buffer_hospitals_dissolved.gpkg,role_defaults,1,"default_layer_roles:hospital_points,study_boundary",,
qwen2.5-coder:7b,basic,T004,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T004_basic.json,1,1,1,116,1,1,0.041,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T004/T004_buffer_hospitals_named.gpkg,role_defaults,1,"default_layer_roles:hospital_points,study_boundary",,
qwen2.5-coder:7b,basic,T005,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T005_basic.json,0,0,0,0,0,0,0.000,,role_defaults,0,,FileNotFoundError,[Errno 2] No such file or directory: 'experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T005_basic.json'
qwen2.5-coder:7b,basic,T006,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T006_basic.json,1,1,1,1696,1,1,0.350,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T006/T006_flood_tract_overlay.gpkg,role_defaults,1,"default_layer_roles:census_tracts,flood_zones",,
qwen2.5-coder:7b,basic,T007,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T007_basic.json,1,1,1,1696,1,1,0.352,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T007/T007_flood_tract_overlay_area.gpkg,role_defaults,1,"default_layer_roles:census_tracts,flood_zones",,
qwen2.5-coder:7b,basic,T008,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T008_basic.json,1,1,1,1696,1,1,0.439,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T008/T008_sfha_overlay.gpkg,role_defaults,1,"default_layer_roles:census_tracts,flood_zones",,
qwen2.5-coder:7b,basic,T009,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T009_basic.json,1,1,1,2498,1,1,0.387,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T009/T009_flood_summary_by_tract.gpkg,role_defaults,1,"default_layer_roles:census_tracts,flood_zones",,
qwen2.5-coder:7b,basic,T010,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T010_basic.json,1,1,1,630,1,1,0.339,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T010/T010_high_flood_tracts.gpkg,role_defaults,1,"default_layer_roles:census_tracts,flood_zones",,
qwen2.5-coder:7b,basic,T011,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T011_basic.json,1,1,1,2498,1,1,0.135,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T011/T011_school_count_by_tract.gpkg,role_defaults,1,"default_layer_roles:census_tracts,school_points",,
qwen2.5-coder:7b,basic,T012,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T012_basic.json,1,1,1,2498,1,1,0.117,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T012/T012_hospital_count_by_tract.gpkg,role_defaults,1,"default_layer_roles:census_tracts,hospital_points",,
qwen2.5-coder:7b,basic,T013,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T013_basic.json,1,1,1,2498,1,1,0.136,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T013/T013_school_density_by_tract.gpkg,role_defaults,1,"default_layer_roles:census_tracts,school_points",,
qwen2.5-coder:7b,basic,T014,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T014_basic.json,1,1,1,1399,1,1,0.105,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T014/T014_tracts_with_schools.gpkg,role_defaults,1,"default_layer_roles:census_tracts,school_points",,
qwen2.5-coder:7b,basic,T015,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T015_basic.json,1,1,1,2498,1,1,0.171,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T015/T015_school_hospital_counts.gpkg,role_defaults,1,"default_layer_roles:census_tracts,hospital_points,school_points",,
qwen2.5-coder:7b,basic,T016,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T016_basic.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T016/T016_temperature_clip.tif,role_defaults,1,"default_layer_roles:study_boundary,temperature_raster",,
qwen2.5-coder:7b,basic,T017,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T017_basic.json,1,1,1,44,1,1,0.010,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T017/T017_temperature_clip_nodata.tif,role_defaults,1,"default_layer_roles:study_boundary,temperature_raster",,
qwen2.5-coder:7b,basic,T018,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T018_basic.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T018/T018_temperature_clip_boundary_crs.tif,role_defaults,0,,,
qwen2.5-coder:7b,basic,T019,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T019_basic.json,1,1,1,44,1,1,0.010,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T019/T019_temperature_clip_compressed.tif,role_defaults,1,"default_layer_roles:study_boundary,temperature_raster",,
qwen2.5-coder:7b,basic,T020,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T020_basic.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T020/T020_temperature_clip_metadata.tif,role_defaults,1,"default_layer_roles:study_boundary,temperature_raster",,
qwen2.5-coder:7b,basic,T021,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T021_basic.json,1,1,1,2498,1,1,1.857,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T021/T021_temperature_zonal_stats.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,basic,T022,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T022_basic.json,1,1,1,2498,1,1,1.841,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T022/T022_temperature_mean_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,basic,T023,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T023_basic.json,1,1,1,8,1,1,1.795,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T023/T023_temperature_stats_hot_tracts.gpkg,role_defaults,1,"default_layer_roles:census_tracts,temperature_raster",,
qwen2.5-coder:7b,basic,T024,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T024_basic.json,1,1,1,2498,1,1,1.882,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T024/T024_temperature_school_join.gpkg,role_defaults,1,"default_layer_roles:census_tracts,school_points,temperature_raster",,
qwen2.5-coder:7b,basic,T025,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T025_basic.json,1,1,1,2498,1,1,2.195,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T025/T025_temperature_flood_school.gpkg,role_defaults,1,"default_layer_roles:census_tracts,flood_zones,school_points,temperature_raster",,
qwen2.5-coder:7b,basic,T026,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T026_basic.json,1,1,1,121702,1,1,0.468,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T026/T026_temperature_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:7b,basic,T027,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T027_basic.json,1,1,1,191284,1,1,0.532,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T027/T027_school_density_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:7b,basic,T028,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T028_basic.json,1,1,1,190412,1,1,0.677,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T028/T028_flood_exposure_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:7b,basic,T029,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T029_basic.json,1,1,1,179438,1,1,0.461,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T029/T029_hospital_access_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:7b,basic,T030,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/basic/T030_basic.json,1,1,1,130511,1,1,0.813,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/basic/T030/T030_multivariate_risk_map.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5:3b,basic,T001,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T001_basic.json,1,1,1,116,1,1,0.041,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T001/T001_buffer_hospitals.gpkg,role_defaults,1,"default_layer_roles:hospital_points,study_boundary",,
qwen2.5:3b,basic,T002,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T002_basic.json,1,1,1,116,1,1,0.039,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T002/T002_buffer_hospitals_2500m.gpkg,role_defaults,1,"default_layer_roles:hospital_points,study_boundary",,
qwen2.5:3b,basic,T003,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T003_basic.json,1,1,1,1,1,1,0.048,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T003/T003_buffer_hospitals_dissolved.gpkg,role_defaults,1,"default_layer_roles:hospital_points,study_boundary",,
qwen2.5:3b,basic,T004,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T004_basic.json,0,0,0,0,0,0,0.000,,role_defaults,0,,FileNotFoundError,[Errno 2] No such file or directory: 'experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T004_basic.json'
qwen2.5:3b,basic,T005,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T005_basic.json,1,1,1,116,1,1,0.039,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T005/T005_buffer_hospitals_area.gpkg,role_defaults,1,"default_layer_roles:hospital_points,study_boundary",,
qwen2.5:3b,basic,T006,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T006_basic.json,1,1,1,1696,1,1,0.348,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T006/T006_flood_tract_overlay.gpkg,role_defaults,1,default_layer_roles:census_tracts,,
qwen2.5:3b,basic,T007,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T007_basic.json,1,1,1,1696,1,1,0.351,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T007/T007_flood_tract_overlay_area.gpkg,role_defaults,0,,,
qwen2.5:3b,basic,T008,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T008_basic.json,1,1,1,1696,1,1,0.350,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T008/T008_sfha_overlay.gpkg,role_defaults,1,"default_layer_roles:census_tracts,flood_zones",,
qwen2.5:3b,basic,T009,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T009_basic.json,1,1,1,2498,1,1,0.404,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T009/T009_flood_summary_by_tract.gpkg,role_defaults,1,default_layer_roles:census_tracts,,
qwen2.5:3b,basic,T010,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T010_basic.json,1,1,1,630,1,1,0.334,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T010/T010_high_flood_tracts.gpkg,role_defaults,1,"default_layer_roles:census_tracts,flood_zones",,
qwen2.5:3b,basic,T011,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T011_basic.json,1,1,1,2498,1,1,0.130,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T011/T011_school_count_by_tract.gpkg,role_defaults,1,"default_layer_roles:census_tracts,school_points",,
qwen2.5:3b,basic,T012,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T012_basic.json,1,1,1,2498,1,1,0.115,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T012/T012_hospital_count_by_tract.gpkg,role_defaults,1,"default_layer_roles:census_tracts,hospital_points",,
qwen2.5:3b,basic,T013,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T013_basic.json,0,0,0,0,0,0,0.000,,role_defaults,0,,FileNotFoundError,[Errno 2] No such file or directory: 'experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T013_basic.json'
qwen2.5:3b,basic,T014,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T014_basic.json,1,1,1,1399,1,1,0.105,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T014/T014_tracts_with_schools.gpkg,role_defaults,1,"default_layer_roles:census_tracts,school_points",,
qwen2.5:3b,basic,T015,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T015_basic.json,1,1,1,2498,1,1,0.170,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T015/T015_school_hospital_counts.gpkg,role_defaults,1,"default_layer_roles:census_tracts,hospital_points,school_points",,
qwen2.5:3b,basic,T016,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T016_basic.json,0,0,0,0,0,0,0.000,,role_defaults,0,,FileNotFoundError,[Errno 2] No such file or directory: 'experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T016_basic.json'
qwen2.5:3b,basic,T017,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T017_basic.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T017/T017_temperature_clip_nodata.tif,role_defaults,1,"default_layer_roles:study_boundary,temperature_raster",,
qwen2.5:3b,basic,T018,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T018_basic.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T018/T018_temperature_clip_boundary_crs.tif,role_defaults,1,"default_layer_roles:study_boundary,temperature_raster",,
qwen2.5:3b,basic,T019,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T019_basic.json,0,0,0,0,0,0,0.000,,role_defaults,0,,FileNotFoundError,[Errno 2] No such file or directory: 'experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T019_basic.json'
qwen2.5:3b,basic,T020,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T020_basic.json,0,0,0,0,0,0,0.000,,role_defaults,0,,FileNotFoundError,[Errno 2] No such file or directory: 'experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T020_basic.json'
qwen2.5:3b,basic,T021,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/basic/T021_basic.json,1,1,1,2498,1,1,1.834,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/basic/T021/T021_temperature_zonal_stats.gpkg,role_defaults,0,,,
